date,price,stocks,price_change,stock_diff,stock_5y_avg,stock_deviation,event_covid,event_ukraine,event_mideast
2021-07-14,73.12999725341797,1058884.0,-0.028172793974512,0.0,1125461.3007936508,-66577.3007936508,0,0,0
2021-07-15,71.6500015258789,1058884.0,-0.0202378747863263,0.0,1125360.1992063492,-66476.1992063492,0,0,0
2021-07-16,71.80999755859375,1060991.0,0.0022330220419752,2107.0,1125260.7698412698,-64269.76984126982,0,0,0
2021-07-19,66.41999816894531,1060991.0,-0.0750591780100039,0.0,1125161.3404761904,-64170.34047619044,0,0,0
2021-07-20,67.41999816894531,1060991.0,0.0150557065276697,0.0,1125061.911111111,-64070.911111111054,0,0,0
2021-07-21,70.30000305175781,1060991.0,0.0427173681553001,0.0,1124964.3412698412,-63973.341269841185,0,0,0
2021-07-22,71.91000366210938,1060991.0,0.0229018569055567,0.0,1124866.7714285713,-63875.771428571315,0,0,0
2021-07-23,72.06999969482422,1056902.0,0.0022249481931142,-4089.0,1124765.9563492064,-67863.95634920639,0,0,0
2021-07-26,71.91000366210938,1056902.0,-0.0022200087885713,0.0,1124665.1412698412,-67763.14126984123,0,0,0
2021-07-27,71.6500015258789,1056902.0,-0.003615660172292,0.0,1124564.3261904763,-67662.3261904763,0,0,0
2021-07-28,72.38999938964844,1056902.0,0.0103279532171713,0.0,1124462.1849206348,-67560.18492063484,0,0,0
2021-07-29,73.62000274658203,1056902.0,0.0169913436566415,0.0,1124360.0436507936,-67458.04365079361,0,0,0
2021-07-30,73.94999694824219,1060529.0,0.0044823986599955,3627.0,1124260.780952381,-63731.78095238097,0,0,0
2021-08-02,71.26000213623047,1060529.0,-0.0363758610280194,0.0,1124161.5182539683,-63632.51825396833,0,0,0
2021-08-03,70.55999755859375,1060529.0,-0.0098232466552343,0.0,1124062.2555555555,-63533.25555555546,0,0,0
2021-08-04,68.1500015258789,1060529.0,-0.0341552737542764,0.0,1123961.8714285714,-63432.87142857141,0,0,0
2021-08-05,69.08999633789062,1060529.0,0.0137930270134296,0.0,1123861.4873015874,-63332.48730158736,0,0,0
2021-08-06,68.27999877929688,1060081.0,-0.0117238037563699,-448.0,1123760.7476190475,-63679.74761904753,0,0,0
2021-08-09,66.4800033569336,1060081.0,-0.0263619720934888,0.0,1123660.007936508,-63579.00793650793,0,0,0
2021-08-10,68.29000091552734,1060081.0,0.0272261953549521,0.0,1123559.2682539683,-63478.26825396833,0,0,0
2021-08-11,69.25,1060081.0,0.0140576815288104,0.0,1123457.6936507937,-63376.69365079375,0,0,0
2021-08-12,69.08999633789062,1060081.0,-0.0023105221965252,0.0,1123356.119047619,-63275.11904761894,0,0,0
2021-08-13,68.44000244140625,1056846.0,-0.0094079306837059,-3235.0,1123251.976984127,-66405.97698412696,0,0,0
2021-08-16,67.29000091552734,1056846.0,-0.0168030608541176,0.0,1123147.834920635,-66301.83492063498,0,0,0
2021-08-17,66.58999633789062,1056846.0,-0.010402802319998,0.0,1123043.6928571428,-66197.69285714277,0,0,0
2021-08-18,65.45999908447266,1056846.0,-0.0169694746292542,0.0,1122941.5412698414,-66095.54126984137,0,0,0
2021-08-19,63.689998626708984,1056846.0,-0.0270394207534219,0.0,1122839.3896825397,-65993.38968253974,0,0,0
2021-08-20,62.31999969482422,1053866.0,-0.0215104248928378,-2980.0,1122734.873015873,-68868.8730158729,0,0,0
2021-08-23,65.63999938964844,1053866.0,0.0532734228350766,0.0,1122630.3563492063,-68764.3563492063,0,0,0
2021-08-24,67.54000091552734,1053866.0,0.0289457882929009,0.0,1122525.8396825397,-68659.83968253969,0,0,0
2021-08-25,68.36000061035156,1053866.0,0.012140948826012,0.0,1122419.338888889,-68553.33888888895,0,0,0
2021-08-26,67.41999816894531,1053866.0,-0.0137507670130697,0.0,1122312.8380952382,-68446.8380952382,0,0,0
2021-08-27,68.73999786376953,1046697.0,0.0195787560171165,-7169.0,1122200.6476190477,-75503.64761904767,0,0,0
2021-08-30,69.20999908447266,1046697.0,0.0068373761319369,0.0,1122088.4571428571,-75391.45714285714,0,0,0
2021-08-31,68.5,1046697.0,-0.0102586200529505,0.0,1121976.2666666666,-75279.2666666666,0,0,0
2021-09-01,68.58999633789062,1046697.0,0.001313815151688,0.0,1121862.2706349206,-75165.27063492057,0,0,0
2021-09-02,69.98999786376953,1046697.0,0.0204111619861031,0.0,1121748.2746031745,-75051.27460317453,0,0,0
2021-09-03,69.29000091552734,1045169.0,-0.0100013854780318,-1528.0,1121633.065873016,-76464.0658730159,0,0,0
2021-09-07,68.3499984741211,1045169.0,-0.013566206220032,0.0,1121517.857142857,-76348.85714285704,0,0,0
2021-09-08,69.30000305175781,1045169.0,0.0138991162961972,0.0,1121402.6484126984,-76233.64841269841,0,0,0
2021-09-09,68.13999938964844,1045169.0,-0.0167388688459798,0.0,1121298.9587301586,-76129.95873015863,0,0,0
2021-09-10,69.72000122070312,1038218.0,0.0231875821134026,-6951.0,1121189.7523809525,-82971.75238095247,0,0,0
2021-09-13,70.44999694824219,1038218.0,0.0104703917779378,0.0,1121080.546031746,-82862.54603174608,0,0,0
2021-09-14,70.45999908447266,1038218.0,0.0001419749703865,0.0,1120971.3396825397,-82753.33968253969,0,0,0
2021-09-15,72.61000061035156,1038218.0,0.0305137887285709,0.0,1120862.576984127,-82644.57698412705,0,0,0
2021-09-16,72.61000061035156,1038218.0,0.0,0.0,1120753.8142857142,-82535.81428571418,0,0,0
2021-09-17,71.97000122070312,1033533.0,-0.0088142044383511,-4685.0,1120641.3333333333,-87108.33333333326,0,0,0
2021-09-20,70.29000091552734,1033533.0,-0.0233430634525612,0.0,1120528.8523809523,-86995.85238095233,0,0,0
2021-09-21,70.55999755859375,1033533.0,0.0038411813849723,0.0,1120416.3714285714,-86883.37142857141,0,0,0
2021-09-22,72.2300033569336,1033533.0,0.0236678834484518,0.0,1120308.811904762,-86775.81190476194,0,0,0
2021-09-23,73.30000305175781,1033533.0,0.0148137843706954,0.0,1120201.2523809525,-86668.25238095247,0,0,0
2021-09-24,73.9800033569336,1037231.0,0.00927694784263,3698.0,1120096.6277777778,-82865.62777777785,0,0,0
2021-09-27,75.44999694824219,1037231.0,0.0198701476697191,0.0,1119992.0031746032,-82761.00317460322,0,0,0
2021-09-28,75.29000091552734,1037231.0,-0.0021205571794071,0.0,1119887.3785714286,-82656.37857142859,0,0,0
2021-09-29,74.83000183105469,1037231.0,-0.0061096968904111,0.0,1119784.2476190475,-82553.24761904753,0,0,0
2021-09-30,75.02999877929688,1037231.0,0.0026726839950335,0.0,1119681.1166666667,-82450.1166666667,0,0,0
2021-10-01,75.87999725341797,1038657.0,0.0113287816600049,1426.0,1119579.1174603174,-80922.11746031744,0,0,0
2021-10-04,77.62000274658203,1038657.0,0.022931016817949,0.0,1119477.1182539682,-80820.11825396819,0,0,0
2021-10-05,78.93000030517578,1038657.0,0.0168770614820861,0.0,1119375.119047619,-80718.11904761894,0,0,0
2021-10-06,77.43000030517578,1038657.0,-0.0190041808463243,0.0,1119275.4825396826,-80618.48253968265,0,0,0
